label,entity,adjective,is_negated,sentiment,competence,morality,dehuman_flag,negated_dehuman_flag,dehuman_category
INTL_ACTORS,iran,immune,False,-0.8521,-0.6686,-0.1749,0,0,
INTL_ACTORS,iran,visible,False,-0.822,0.4929,0.6007,0,0,
PAL_POLITICAL,pa,courageous,False,0.0,-0.0972,0.7462,0,0,
PAL_POLITICAL,pa,courageous,False,0.0,-0.0972,0.7462,0,0,
PAL_POLITICAL,pa,radical,False,0.7418,0.2301,-0.9022,0,0,
INTL_ACTORS,un,unnecessary,False,-0.6863,-1.521,-0.7946,0,0,
INTL_ACTORS,un,endless,False,-0.6863,-0.3685,0.1214,0,0,
INTL_ACTORS,trump,eccentric,False,0.0,-0.9626,-0.6429,0,0,
INTL_ACTORS,un,cunning,False,-0.9147,-0.1721,-1.7598,0,0,
INTL_ACTORS,usa,dangerous,False,-0.8517,-1.102,-1.671,0,0,
ISR_POLITICAL,israel,brutal,False,0.0,-0.8285,-2.3151,0,0,
PAL_POLITICAL,pa,firm,False,0.8076,1.5797,0.2124,0,0,
PAL_POLITICAL,pa,unparalleled,False,0.8076,2.052,0.5924,0,0,
PAL_POLITICAL,pa,unparalleled,False,0.8448,2.052,0.5924,0,0,
INTL_ACTORS,un,underground,False,0.0,0.3217,-0.5611,0,0,
INTL_ACTORS,qatar,lavish,False,-0.8682,-0.1965,0.1746,0,0,
INTL_ACTORS,un,profound,False,0.6127,0.2498,1.0858,0,0,
INTL_ACTORS,iran,evil,False,-0.8144,-0.6475,-2.0621,1,0,subhuman
PAL_POLITICAL,pa,whole,False,-0.8144,0.1824,0.6025,0,0,
ISR_POLITICAL,israel,mass,False,-0.8144,0.364,-0.5239,0,0,
PAL_POLITICAL,pa,moral,False,-0.8144,-0.5166,1.4258,0,0,
INTL_ACTORS,un,huge,False,0.9252,0.5508,-0.174,0,0,
INTL_ACTORS,iran,ancient,False,-0.8168,0.5733,0.5064,0,0,
INTL_ACTORS,un,rare,False,0.8936,0.1025,0.3933,0,0,
INTL_ACTORS,un,imaginary,False,0.0,-0.7032,0.1876,0,0,
INTL_ACTORS,un,profound,False,-0.8427,0.2498,1.0858,0,0,
ISR_POLITICAL,israel,calm,False,0.0,-0.2695,1.7173,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
INTL_ACTORS,iran,despicable,False,-0.8202,-2.1154,-2.2218,0,0,
INTL_ACTORS,iran,dynamic,False,0.0,1.7626,0.2533,0,0,
ISR_POLITICAL,israel,victorious,False,0.0,-0.095,0.174,0,0,
ISR_POLITICAL,israel,arrogant,False,0.0,-2.2624,-1.5369,0,0,
ISR_POLITICAL,israel,unrestrained,False,0.0,-1.0227,-0.5397,0,0,
ISR_POLITICAL,israel,victorious,False,0.0,-0.095,0.174,0,0,
ISR_POLITICAL,israel,arrogant,False,0.0,-2.2624,-1.5369,0,0,
ISR_POLITICAL,israel,unrestrained,False,0.0,-1.0227,-0.5397,0,0,
INTL_ACTORS,iran,determined,False,0.0,0.078,-0.0005,0,0,
INTL_ACTORS,iran,explicit,False,-0.6495,0.0394,-0.0591,0,0,
ISR_POLITICAL,israel,natural,False,-0.8542,1.2376,1.0435,0,0,
ISR_POLITICAL,israel,responsible,False,-0.8542,0.5115,-0.2948,0,0,
INTL_ACTORS,iran,social,False,0.0,0.8349,0.5586,0,0,
INTL_ACTORS,iran,careful,False,0.0,0.1482,0.5167,0,0,
PAL_POLITICAL,pa,social,False,0.5978,0.8349,0.5586,0,0,
PAL_POLITICAL,pa,parallel,False,0.5978,0.9018,-0.1397,0,0,
INTL_ACTORS,trump,hind,False,0.0,-0.6587,-0.1285,0,0,
PAL_RESISTANCE,gaza,disproportionate,False,0.0,-1.6693,-0.9364,0,0,
PAL_POLITICAL,pa,interesting,False,0.9719,0.8451,0.7901,0,0,
INTL_ACTORS,usa,populist,False,-0.6531,-0.8885,-0.559,0,0,
PAL_POLITICAL,pa,digital,False,0.0,1.6273,0.1117,0,0,
INTL_ACTORS,usa,sensitive,False,-0.7377,0.2106,0.1923,0,0,
PAL_POLITICAL,pa,interesting,False,0.0,0.8451,0.7901,0,0,
INTL_ACTORS,usa,sensitive,False,0.0,0.2106,0.1923,0,0,
INTL_ACTORS,usa,sensitive,False,-0.7377,0.2106,0.1923,0,0,
INTL_ACTORS,usa,sensitive,False,0.0,0.2106,0.1923,0,0,
INTL_ACTORS,iran,more,False,0.0,0.8631,0.4455,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
INTL_ACTORS,un,brave,False,0.0,-0.3015,0.7129,0,0,
INTL_ACTORS,un,fortunate,False,-0.7112,-0.0645,0.7733,0,0,
PAL_POLITICAL,pa,failed,False,-0.7112,-1.3267,-0.4554,0,0,
PAL_POLITICAL,pa,dangerous,False,-0.7112,-1.102,-1.671,0,0,
INTL_ACTORS,usa,pronounced,False,-0.5026,-0.2656,0.1271,0,0,
INTL_ACTORS,un,rare,False,0.0,0.1025,0.3933,0,0,
ISR_POLITICAL,israel,pragmatic,False,0.0,0.6538,0.594,0,0,
PAL_POLITICAL,pa,enormous,False,-0.585,0.4165,-0.1265,0,0,
ISR_POLITICAL,israel,interstate,False,-0.585,-0.1187,-0.2187,0,0,
INTL_ACTORS,iran,social,False,0.0,0.8349,0.5586,0,0,
ISR_POLITICAL,israel,average,False,0.0,0.1008,0.4361,0,0,
ISR_POLITICAL,israel,war,False,0.0,-0.2536,-0.4997,0,0,
ISR_POLITICAL,netanyahu,snap,False,0.0,0.1274,0.1751,0,0,
INTL_ACTORS,un,rare,False,0.0,0.1025,0.3933,0,0,
INTL_ACTORS,lebanon,entire,False,0.0,0.4004,0.2851,0,0,
INTL_ACTORS,un,rare,False,0.0,0.1025,0.3933,0,0,
INTL_ACTORS,iran,harsh,False,-0.5643,-0.9191,-1.0979,0,0,
INTL_ACTORS,usa,quick,False,0.0,1.0432,0.6156,0,0,
INTL_ACTORS,un,invasive,False,0.0,-0.3203,-1.512,0,0,
PAL_ORG,hamas,isolated,False,-0.6102,-0.7779,0.0786,0,0,
INTL_ACTORS,un,temporary,False,0.0,-0.5069,0.0551,0,0,
INTL_ACTORS,un,revolutionary,False,0.0,1.6469,-0.1687,0,0,
PAL_ORG,hamas,identical,False,0.0,0.2583,0.1229,0,0,
INTL_ACTORS,un,unqualified,False,-0.5454,-2.0272,-0.3586,0,0,
INTL_ACTORS,un,unconditional,False,0.0,-0.1656,0.8196,0,0,
INTL_ACTORS,un,not_deafening,True,-0.0,1.2161,0.1874,0,0,
PAL_POLITICAL,pa,terrorist,False,-0.864,-0.5389,-2.5498,0,0,
INTL_ACTORS,iran,terrorist,False,-0.8163,-0.5389,-2.5498,0,0,
INTL_ACTORS,iran,terrorist,False,-0.8163,-0.5389,-2.5498,0,0,
INTL_ACTORS,iran,terrorist,False,-0.8163,-0.5389,-2.5498,0,0,
INTL_ACTORS,un,unreserved,False,-0.5241,-0.6493,1.0963,0,0,
INTL_ACTORS,iran,terrorist,False,-0.7465,-0.5389,-2.5498,0,0,
INTL_ACTORS,turkey,careful,False,0.0,0.1482,0.5167,0,0,
PAL_ORG,hamas,vigorous,False,-0.9161,0.5403,0.5317,0,0,
INTL_ACTORS,trump,ambitious,False,0.0,0.6385,-0.4185,0,0,
PAL_ORG,hamas,fateful,False,-0.8691,-0.8399,-0.1965,0,0,
PAL_POLITICAL,pa,ambitious,False,-0.5062,0.6385,-0.4185,0,0,
PAL_POLITICAL,pa,prolonged,False,0.0,-0.9647,-0.3409,0,0,
INTL_ACTORS,un,unnecessary,False,-0.8328,-1.521,-0.7946,0,0,
ISR_POLITICAL,israel,natural,False,0.0,1.2376,1.0435,0,0,
INTL_ACTORS,un,unified,False,-0.6518,1.4447,0.2842,0,0,
INTL_ACTORS,un,hostile,False,-0.6145,-1.1626,-1.6131,0,0,
PAL_POLITICAL,pa,fascinating,False,0.0,0.6372,0.6028,0,0,
INTL_ACTORS,iran,justified,False,0.0,-0.8712,0.0453,0,0,
INTL_ACTORS,hezbollah,continued,False,0.0,0.3744,-0.0678,0,0,
INTL_ACTORS,hezbollah,offensive,False,0.0,-0.5148,-1.0666,0,0,
INTL_ACTORS,hezbollah,lethal,False,0.0,-0.511,-1.6404,0,0,
PAL_POLITICAL,pa,about,False,0.0,0.3608,0.5611,0,0,
INTL_ACTORS,un,disturbing,False,-0.8449,-1.2299,-0.8628,0,0,
PAL_ORG,hamas,outdated,False,-0.8953,-1.646,-0.8739,0,0,
PAL_ORG,hamas,murderous,False,-0.8953,-1.2321,-3.1717,0,0,
INTL_ACTORS,lebanon,wishful,False,-0.77,-1.3439,0.1009,0,0,
INTL_ACTORS,un,wrong,False,-0.77,-1.1021,0.0407,0,0,
INTL_ACTORS,hezbollah,radical,False,-0.7826,0.2301,-0.9022,0,0,
PAL_POLITICAL,pa,parallel,False,0.0,0.9018,-0.1397,0,0,
INTL_ACTORS,un,unmanned,False,-0.6801,0.6656,-0.4279,0,0,
ISR_POLITICAL,israel,legitimate,False,0.0,-0.1462,0.1693,0,0,
INTL_ACTORS,lebanon,widespread,False,-0.9102,-0.2146,-0.7277,0,0,
INTL_ACTORS,iran,rational,False,-0.8788,0.1504,0.8703,0,0,
INTL_ACTORS,un,entire,False,0.0,0.4004,0.2851,0,0,
INTL_ACTORS,un,mere,False,-0.6595,-0.3603,0.573,0,0,
INTL_ACTORS,un,offensive,False,-0.6595,-0.5148,-1.0666,0,0,
INTL_ACTORS,un,mere,False,-0.6595,-0.3603,0.573,0,0,
INTL_ACTORS,un,offensive,False,-0.6595,-0.5148,-1.0666,0,0,
ISR_POLITICAL,israel,serious,False,0.0,0.0489,0.1019,0,0,
PAL_POLITICAL,pa,dangerous,False,0.0,-1.102,-1.671,0,0,
PAL_POLITICAL,pa,limited,False,-0.7441,0.379,0.1615,0,0,
INTL_ACTORS,un,unexpected,False,-0.5648,-0.5839,-0.0385,0,0,
INTL_ACTORS,iran,offensive,False,0.0,-0.5148,-1.0666,0,0,
INTL_ACTORS,iran,offensive,False,-0.6921,-0.5148,-1.0666,0,0,
INTL_ACTORS,un,indirect,False,-0.6921,0.1593,-0.3996,0,0,
ISR_POLITICAL,israel,fertile,False,0.6859,-0.1995,0.4437,0,0,
INTL_ACTORS,un,profound,False,0.0,0.2498,1.0858,0,0,
PAL_ORG,hamas,terrorist,False,-0.8847,-0.5389,-2.5498,0,0,
INTL_ACTORS,un,simple,False,0.0,1.1249,0.9273,0,0,
INTL_ACTORS,un,profound,False,0.0,0.2498,1.0858,0,0,
INTL_ACTORS,un,unbridgeable,False,0.0,-1.3512,0.233,0,0,
INTL_ACTORS,un,countless,False,0.8252,-0.0183,0.1703,0,0,
ISR_POLITICAL,israel,vast,False,-0.6857,0.5041,-0.021,0,0,
ISR_POLITICAL,israel,formative,False,0.0,-0.0894,0.3997,0,0,
INTL_ACTORS,iran,dramatic,False,0.0,0.3678,0.2745,0,0,
INTL_ACTORS,iran,not_accidental,True,-0.0,1.0093,0.2806,0,0,
PAL_POLITICAL,pa,sterile,False,-0.4939,-0.7402,0.2428,0,0,
INTL_ACTORS,un,neat,False,0.0,0.7765,1.1691,0,0,
INTL_ACTORS,un,unequivocal,False,0.0,-0.0952,0.5401,0,0,
PAL_ORG,hamas,consistent,False,-0.7144,0.9403,0.6484,0,0,
PAL_POLITICAL,pa,painful,False,-0.8974,-1.4033,-0.4238,0,0,
INTL_ACTORS,un,serious,False,-0.609,0.0489,0.1019,0,0,
ISR_POLITICAL,israel,domestic,False,-0.9395,0.3028,-0.4336,0,0,
PAL_POLITICAL,pa,sophisticated,False,0.0,1.8772,-0.0593,0,0,
PAL_POLITICAL,pa,most,False,0.0,0.8378,0.2542,0,0,
PAL_POLITICAL,pa,most,False,0.0,0.8378,0.2542,0,0,
ISR_POLITICAL,israel,unable,False,-0.8804,-1.0163,-0.0372,0,0,
ISR_POLITICAL,israel,most,False,-0.8724,0.8378,0.2542,0,0,
ISR_POLITICAL,israel,wrong,False,-0.7272,-1.1021,0.0407,0,0,
ISR_POLITICAL,israel,bitter,False,-0.9015,-1.163,-0.5847,0,0,
INTL_ACTORS,un,wrong,False,-0.9015,-1.1021,0.0407,0,0,
ISR_POLITICAL,israel,opposed,False,-0.8383,0.2011,-0.1969,0,0,
PAL_POLITICAL,pa,passive,False,0.0,0.0607,0.2603,0,0,
INTL_ACTORS,un,unique,False,0.0,2.2745,0.857,0,0,
ISR_POLITICAL,israel,afraid,False,0.0,-1.1227,-0.2038,0,0,
ISR_POLITICAL,israel,afraid,False,0.0,-1.1227,-0.2038,0,0,
ISR_POLITICAL,israel,afraid,False,0.0,-1.1227,-0.2038,0,0,
PAL_POLITICAL,pa,fascist,False,-0.7089,-0.9155,-2.6479,0,0,
INTL_ACTORS,un,rare,False,0.0,0.1025,0.3933,0,0,
PAL_POLITICAL,pa,rampant,False,0.0,-1.6147,-1.605,0,0,
PAL_POLITICAL,pa,ripe,False,0.0,-0.0663,0.3567,0,0,
INTL_ACTORS,un,prominent,False,0.0,0.7978,-0.0364,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
PAL_POLITICAL,pa,protracted,False,0.0,-1.3363,-0.4347,0,0,
INTL_ACTORS,un,friendly,False,0.6808,1.4366,1.1115,0,0,
ISR_POLITICAL,israel,obsessive,False,-0.7449,-1.1218,-1.1425,0,0,
ISR_POLITICAL,israel,less,False,0.0,0.1494,0.6223,0,0,
ISR_POLITICAL,israel,professional,False,0.0,2.191,0.3404,0,0,
ISR_POLITICAL,israel,independent,False,0.0,1.0854,0.372,0,0,
ISR_POLITICAL,israel,independent,False,0.0,1.0854,0.372,0,0,
INTL_ACTORS,un,unequivocal,False,0.0,-0.0952,0.5401,0,0,
PAL_POLITICAL,pa,terrorist,False,-0.5471,-0.5389,-2.5498,0,0,
INTL_ACTORS,usa,willing,False,0.0,0.0487,0.4851,0,0,
INTL_ACTORS,usa,secret,False,0.0,0.3805,-0.6686,0,0,
INTL_ACTORS,iran,clever,False,0.0,0.4848,-0.2472,0,0,
INTL_ACTORS,un,unprecedented,False,-0.7756,0.7364,-0.5512,0,0,
ISR_POLITICAL,netanyahu,unable,False,-0.8646,-1.0163,-0.0372,0,0,
ISR_POLITICAL,israel,entire,False,-0.673,0.4004,0.2851,0,0,
INTL_ACTORS,un,prime,False,-0.673,0.1551,0.1556,0,0,
INTL_ACTORS,un,unwilling,False,-0.673,-1.857,-0.2321,0,0,
PAL_POLITICAL,pa,empty,False,0.0,-1.1529,0.5157,0,0,
ISR_POLITICAL,israel,healthy,False,-0.6501,0.5096,1.4202,0,0,
ISR_POLITICAL,israel,mature,False,-0.6501,0.5849,0.9271,0,0,
PAL_RESISTANCE,gaza,not_more,True,0.6386,-0.8631,-0.4455,0,0,
INTL_ACTORS,un,unconventional,False,0.0,0.1657,-0.3289,0,0,
ISR_POLITICAL,israel,hostile,False,-0.7208,-1.1626,-1.6131,0,0,
ISR_POLITICAL,israel,tangible,False,-0.7208,0.7106,0.8282,0,0,
ISR_POLITICAL,israel,existential,False,-0.7208,-0.631,0.5361,0,0,
ISR_POLITICAL,israel,geographic,False,-0.7599,0.9181,-0.0216,0,0,
ISR_POLITICAL,israel,demographic,False,-0.7599,0.1285,0.0576,0,0,
INTL_ACTORS,un,terrorist,False,-0.9113,-0.5389,-2.5498,0,0,
PAL_RESISTANCE,gaza,human,False,-0.9113,0.5286,0.3597,0,0,
PAL_RESISTANCE,gaza,proud,False,0.0,0.9729,0.5059,0,0,
PAL_POLITICAL,pa,human,False,-0.5843,0.5286,0.3597,0,0,
ISR_POLITICAL,israel,bloodthirsty,False,-0.5843,-1.1391,-2.7748,0,0,
PAL_POLITICAL,pa,poisonous,False,-0.7582,-0.9844,-1.4385,0,0,
INTL_ACTORS,usa,capable,False,0.0,1.7875,0.2008,0,0,
ISR_POLITICAL,israel,similar,False,-0.5421,0.4569,-0.0274,0,0,
INTL_ACTORS,un,unequivocal,False,0.0,-0.0952,0.5401,0,0,
INTL_ACTORS,qatar,needless,False,-0.8906,-1.4217,-0.3465,0,0,
INTL_ACTORS,qatar,devastating,False,-0.8906,-0.8333,-1.1608,0,0,
PAL_POLITICAL,pa,ultra,False,0.0,1.3329,-0.0265,0,0,
INTL_ACTORS,un,countless,False,0.0,-0.0183,0.1703,0,0,
INTL_ACTORS,trump,straight,False,0.0,0.5547,0.6496,0,0,
PAL_POLITICAL,pa,wild,False,-0.6929,-0.3527,-0.2407,0,0,
PAL_POLITICAL,pa,paranoid,False,-0.6929,-2.0512,-1.5532,0,0,
ISR_POLITICAL,israel,dramatic,False,-0.7899,0.3678,0.2745,0,0,
INTL_ACTORS,iran,external,False,-0.4981,0.9673,-0.4673,0,0,
INTL_ACTORS,un,unsubstantiated,False,0.0,-1.9584,-0.8643,0,0,
INTL_ACTORS,usa,average,False,-0.8572,0.1008,0.4361,0,0,
INTL_ACTORS,usa,interested,False,0.0,1.1012,0.6024,0,0,
ISR_POLITICAL,israel,imaginary,False,-0.5331,-0.7032,0.1876,0,0,
INTL_ACTORS,un,profound,False,0.0,0.2498,1.0858,0,0,
ISR_POLITICAL,israel,stale,False,-0.4489,-1.8839,-0.3406,0,0,
ISR_POLITICAL,israel,precious,False,0.0,-0.0684,0.8601,0,0,
INTL_ACTORS,iran,conservative,False,-0.6121,-0.3321,0.0159,0,0,
INTL_ACTORS,un,decentralized,False,0.0,-0.0557,-0.1133,0,0,
INTL_ACTORS,un,unique,False,0.0,2.2745,0.857,0,0,
INTL_ACTORS,iran,geographical,False,0.0,0.7301,0.4195,0,0,
PAL_ORG,hamas,murderous,False,-0.9159,-1.2321,-3.1717,0,0,
INTL_ACTORS,un,confident,False,-0.6701,0.5619,0.8236,0,0,
INTL_ACTORS,un,swift,False,-0.6701,0.4455,-0.107,0,0,
ISR_POLITICAL,israel,careful,False,-0.5414,0.1482,0.5167,0,0,
INTL_ACTORS,usa,confident,False,0.0,0.5619,0.8236,0,0,
INTL_ACTORS,un,countless,False,0.0,-0.0183,0.1703,0,0,
INTL_ACTORS,un,unrestrained,False,-0.5093,-1.0227,-0.5397,0,0,
INTL_ACTORS,un,unrestrained,False,-0.5093,-1.0227,-0.5397,0,0,
PAL_POLITICAL,pa,limited,False,-0.5956,0.379,0.1615,0,0,
INTL_ACTORS,un,frequent,False,-0.8681,-0.2076,-0.1336,0,0,
INTL_ACTORS,syria,imminent,False,0.0,-0.8919,-0.4877,0,0,
PAL_POLITICAL,pa,foolish,False,-0.8647,-2.259,-0.5391,0,0,
ISR_POLITICAL,israel,complex,False,-0.8647,1.0454,-0.0222,0,0,
ISR_POLITICAL,israel,dense,False,-0.8647,-0.0434,0.2049,0,0,
PAL_POLITICAL,pa,foolish,False,-0.8647,-2.259,-0.5391,0,0,
PAL_POLITICAL,pa,temporary,False,-0.5751,-0.5069,0.0551,0,0,
PAL_ORG,hamas,defensive,False,0.0,-0.1636,-0.3229,0,0,
PAL_ORG,hamas,offensive,False,0.0,-0.5148,-1.0666,0,0,
PAL_POLITICAL,pa,painful,False,-0.8105,-1.4033,-0.4238,0,0,
PAL_POLITICAL,pa,painful,False,-0.8774,-1.4033,-0.4238,0,0,
INTL_ACTORS,iran,scarlet,False,-0.565,-0.5256,0.211,0,0,
PAL_POLITICAL,pa,venomous,False,-0.5085,-0.7636,-1.7798,0,0,
PAL_POLITICAL,pa,violent,False,-0.5085,-1.3491,-1.8348,0,0,
PAL_POLITICAL,pa,separatist,False,-0.5085,-0.4337,-1.6399,0,0,
INTL_ACTORS,un,radical,False,-0.5085,0.2301,-0.9022,0,0,
INTL_ACTORS,un,profound,False,-0.5085,0.2498,1.0858,0,0,
PAL_POLITICAL,pa,capable,False,0.0,1.7875,0.2008,0,0,
INTL_ACTORS,un,profound,False,0.0,0.2498,1.0858,0,0,
INTL_ACTORS,iran,average,False,-0.8716,0.1008,0.4361,0,0,
INTL_ACTORS,un,unprecedented,False,-0.8716,0.7364,-0.5512,0,0,
ISR_POLITICAL,israel,incumbent,False,0.0,-0.5196,-0.9623,0,0,
INTL_ACTORS,un,radical,False,0.0,0.2301,-0.9022,0,0,
INTL_ACTORS,un,radical,False,0.0,0.2301,-0.9022,0,0,
INTL_ACTORS,un,radical,False,0.0,0.2301,-0.9022,0,0,
INTL_ACTORS,un,radical,False,0.0,0.2301,-0.9022,0,0,
INTL_ACTORS,un,radical,False,0.0,0.2301,-0.9022,0,0,
ISR_POLITICAL,israel,not_alone,True,0.7013,0.1124,-0.6042,0,0,
PAL_POLITICAL,pa,integral,False,0.0,1.3893,0.4733,0,0,
ISR_POLITICAL,israel,entire,False,0.0,0.4004,0.2851,0,0,
ISR_POLITICAL,netanyahu,violent,False,-0.7284,-1.3491,-1.8348,0,0,
PAL_POLITICAL,pa,vast,False,-0.6174,0.5041,-0.021,0,0,
ISR_POLITICAL,israel,natural,False,-0.6396,1.2376,1.0435,0,0,
PAL_POLITICAL,pa,sympathetic,False,0.0,-0.6929,0.3193,0,0,
ISR_POLITICAL,israel,well,False,-0.8472,1.1192,0.5754,0,0,
INTL_ACTORS,un,equal,False,0.0,0.5392,0.9132,0,0,
INTL_ACTORS,un,unusual,False,0.0,0.0116,-0.0426,0,0,
ISR_POLITICAL,israel,spiritual,False,0.521,0.6504,1.3528,0,0,
ISR_POLITICAL,israel,moral,False,0.521,-0.5166,1.4258,0,0,
ISR_POLITICAL,israel,spiritual,False,0.521,0.6504,1.3528,0,0,
ISR_POLITICAL,israel,moral,False,0.521,-0.5166,1.4258,0,0,
INTL_ACTORS,trump,swift,False,0.0,0.4455,-0.107,0,0,
INTL_ACTORS,trump,decisive,False,0.0,0.5658,0.47,0,0,
INTL_ACTORS,iran,familiar,False,-0.6881,0.5019,0.3695,0,0,
INTL_ACTORS,un,limited,False,0.0,0.379,0.1615,0,0,
INTL_ACTORS,un,present,False,-0.7458,0.745,0.4826,0,0,
INTL_ACTORS,un,uncertain,False,-0.7458,-1.4589,-0.1568,0,0,
INTL_ACTORS,un,characteristic,False,-0.7458,0.2674,0.4702,0,0,
ISR_POLITICAL,netanyahu,frightening,False,-0.8924,-1.2054,-1.303,0,0,
ISR_POLITICAL,netanyahu,disturbing,False,-0.8924,-1.2299,-0.8628,0,0,
ISR_POLITICAL,netanyahu,reluctant,False,-0.8924,-1.2326,-0.1762,0,0,
ISR_POLITICAL,netanyahu,capable,False,0.0,1.7875,0.2008,0,0,
INTL_ACTORS,qatar,exaggerated,False,-0.7374,-1.433,-0.3655,0,0,
INTL_ACTORS,qatar,present,False,-0.7374,0.745,0.4826,0,0,
INTL_ACTORS,usa,empty,False,-0.854,-1.1529,0.5157,0,0,
ISR_POLITICAL,netanyahu,unwilling,False,-0.517,-1.857,-0.2321,0,0,
INTL_ACTORS,un,unusual,False,0.0,0.0116,-0.0426,0,0,
INTL_ACTORS,un,unreserved,False,0.0,-0.6493,1.0963,0,0,
PAL_ORG,hamas,not_enthusiastic,True,0.7638,-0.6737,-0.7287,0,0,
INTL_ACTORS,un,unprecedented,False,-0.6631,0.7364,-0.5512,0,0,
ISR_POLITICAL,israel,grave,False,-0.7278,-0.7139,0.2804,0,0,
PAL_ORG,hamas,terrorist,False,0.0,-0.5389,-2.5498,0,0,
PAL_ORG,hamas,stark,False,-0.6072,-0.9452,0.2235,0,0,
PAL_ORG,hamas,rigid,False,-0.6072,0.2648,-0.1788,0,0,
PAL_ORG,hamas,consistent,False,-0.6072,0.9403,0.6484,0,0,
PAL_ORG,hamas,terrorist,False,0.0,-0.5389,-2.5498,0,0,
PAL_POLITICAL,pa,passive,False,0.0,0.0607,0.2603,0,0,
INTL_ACTORS,un,imaginary,False,0.0,-0.7032,0.1876,0,0,
INTL_ACTORS,un,outside,False,0.0,0.1647,0.4467,0,0,
ISR_POLITICAL,israel,unequivocal,False,0.0,-0.0952,0.5401,0,0,
ISR_POLITICAL,israel,unable,False,-0.8286,-1.0163,-0.0372,0,0,
INTL_ACTORS,un,uncertain,False,-0.8586,-1.4589,-0.1568,0,0,
PAL_RESISTANCE,gaza,likely,False,0.0,-0.3397,-0.0507,0,0,
PAL_RESISTANCE,gaza,likely,False,0.0,-0.3397,-0.0507,0,0,
INTL_ACTORS,trump,rotational,False,0.0,0.6556,-0.1705,0,0,
CIVILIANS,civilians,more,False,-0.7736,0.8631,0.4455,0,0,
PAL_RESISTANCE,gaza,more,False,-0.6452,0.8631,0.4455,0,0,
INTL_ACTORS,un,supremacist,False,-0.907,-0.5889,-2.0373,0,0,
PAL_POLITICAL,pa,right,False,-0.788,0.3563,0.7214,0,0,
PAL_POLITICAL,pa,classical,False,-0.794,0.9086,0.9522,0,0,
ISR_POLITICAL,israel,cynical,False,-0.6967,-1.7499,-0.9921,0,0,
ISR_POLITICAL,israel,cynical,False,-0.6967,-1.7499,-0.9921,0,0,
PAL_POLITICAL,pa,determined,False,0.0,0.078,-0.0005,0,0,
PAL_POLITICAL,pa,outspoken,False,0.0,-0.4475,-0.3286,0,0,
INTL_ACTORS,un,entire,False,0.0,0.4004,0.2851,0,0,
PAL_RESISTANCE,gaza,bloody,False,0.0,-1.4043,-1.1541,0,0,
PAL_RESISTANCE,gaza,bloody,False,0.0,-1.4043,-1.1541,0,0,
